neotoma_names,taxon_name
Ligustrum vulgare-type,ligustrum_vulgare_type
Ligustrum vulgare/Syringa vulgaris,ligustrum_vulgare_syringa_vulgaris
Lilaeopsis,lilaeopsis
Liliaceae,liliaceae
Liliaceae-type,liliaceae_type
Liliaceae-type undiff.,liliaceae_type_undiff
Liliaceae pro parte,liliaceae_pro_parte
Liliaceae sensu lato,liliaceae_sensu_lato
Liliaceae undiff.,liliaceae_undiff
Liliales,liliales
Lilium,lilium
Lilium-type,lilium_type
Lilium martagon,lilium_martagon
Lilium martagon-type,lilium_martagon_type
Lilium philadelphicum-type,lilium_philadelphicum_type
Limeum,limeum
Limnophila,limnophila
Limnophila-type,limnophila_type
Limonium,limonium
Limonium-type,limonium_type
Limonium cf. L. limbatum,limonium_cf_l_limbatum
Limonium humile-type,limonium_humile_type
Limonium vulgare,limonium_vulgare
Limonium vulgare (type A),limonium_vulgare_type_a
Limosella,limosella
Linaceae,linaceae
Linaceae undiff.,linaceae_undiff
Linanthus,linanthus
Linaria,linaria
Linaria-type,linaria_type
Lindackeria,lindackeria
Lindackeria-type,lindackeria_type
Lindernia,lindernia
Lingelsheimia-type frutescens,lingelsheimia_type_frutescens
Linnaea,linnaea
Linnaea borealis,linnaea_borealis
Linociera,linociera
Linum,linum
Linum-type,linum_type
Linum alpinum-type,linum_alpinum_type
Linum austriacum,linum_austriacum
Linum austriacum-type,linum_austriacum_type
Linum bienne-type,linum_bienne_type
Linum catharticum,linum_catharticum
Linum catharticum-type,linum_catharticum_type
Linum cf. L. usitatissimum,linum_cf_l_usitatissimum
Linum sp.,linum_sp
Linum undiff.,linum_undiff
Linum usitatissimum,linum_usitatissimum
Linum usitatissimum-type,linum_usitatissimum_type
Lippia,lippia
Lippia-type,lippia_type
Liquidambar,liquidambar
Liquidambar styraciflua,liquidambar_styraciflua
Liriodendron,liriodendron
Liriodendron tulipifera,liriodendron_tulipifera
Listera,listera
Listera-type,listera_type
Listera cordata,listera_cordata
Lithocarpus,lithocarpus
Lithocarpus-type,lithocarpus_type
Lithodora fruticosa-type,lithodora_fruticosa_type
Lithospermum,lithospermum
Lithospermum-type,lithospermum_type
Lithospermum afromontanum-type,lithospermum_afromontanum_type
Lithospermum officinale,lithospermum_officinale
Lithospermum sp.,lithospermum_sp
Lithraea,lithraea
Lithraea/Schinus,lithraea_schinus
Litsea,litsea
Lloydia serotina,lloydia_serotina
Lobelia,lobelia
Lobelia-type,lobelia_type
Lobelia ancepts,lobelia_ancepts
Lobelia dortmanna,lobelia_dortmanna
Lobelia holstii-type,lobelia_holstii_type
Lobelia tenera,lobelia_tenera
Lobelioideae,lobelioideae
Lobelioideae undiff.,lobelioideae_undiff
Lobostemon,lobostemon
Lobostemon-type,lobostemon_type
Loesenera-type,loesenera_type
Loganiaceae,loganiaceae
Logfia-type,logfia_type
Lomandra,lomandra
Lomandra effusa-type,lomandra_effusa_type
Lomandra filiformis,lomandra_filiformis
Lomandra glauca,lomandra_glauca
Lomandra longifolia-type,lomandra_longifolia_type
Lomatia,lomatia
Lomatia-type,lomatia_type
Lomatia/Gevuina,lomatia_gevuina
Lomelosia argentea-type,lomelosia_argentea_type
Lomelosia graminifolia,lomelosia_graminifolia
Lomelosia rotata-type,lomelosia_rotata_type
Lonchocarpus,lonchocarpus
Lonchocarpus sericeus-type,lonchocarpus_sericeus_type
Longetia,longetia
Lonicera,lonicera
Lonicera-type,lonicera_type
Lonicera albiflora-type,lonicera_albiflora_type
Lonicera alpigena,lonicera_alpigena
Lonicera caerulea,lonicera_caerulea
Lonicera canadensis-type,lonicera_canadensis_type
Lonicera comp.,lonicera_comp
Lonicera nigra,lonicera_nigra
Lonicera nigra-type,lonicera_nigra_type
Lonicera periclymenum,lonicera_periclymenum
Lonicera periclymenum-type,lonicera_periclymenum_type
Lonicera xylosteum,lonicera_xylosteum
Lonicera xylosteum-type,lonicera_xylosteum_type
Lonicera/Symphoricarpos,lonicera_symphoricarpos
Lophira,lophira
Lophira alata,lophira_alata
Lophira lanceolata-type,lophira_lanceolata_type
Lophostemon,lophostemon
Lophostemon/Syncarpia hillii,lophostemon_syncarpia_hillii
Loranthaceae,loranthaceae
Loranthaceae (type 1),loranthaceae_type_1
Loranthaceae (type 2),loranthaceae_type_2
Loranthaceae cf. Tristerix,loranthaceae_cf_tristerix
Loranthaceae undiff.,loranthaceae_undiff
Loranthus,loranthus
Loranthus-type,loranthus_type
Loranthus europaeus,loranthus_europaeus
Loricaria,loricaria
Loricaria-type,loricaria_type
Lotus,lotus
Lotus-type,lotus_type
Lotus arabicus,lotus_arabicus
Lotus arabicus-type,lotus_arabicus_type
Lotus cf. L. corniculatus,lotus_cf_l_corniculatus
Lotus corniculatus,lotus_corniculatus
Lotus maritimus,lotus_maritimus
Lotus pedunculatus,lotus_pedunculatus
Lotus pedunculatus-type,lotus_pedunculatus_type
Lotus sp.,lotus_sp
Lotus undiff.,lotus_undiff
Loxopterygium,loxopterygium
Ludwigia-type,ludwigia_type
Luehea,luehea
Luehea-type,luehea_type
Lueheopsis,lueheopsis
Luetzelburgia,luetzelburgia
Luffa,luffa
Luffa-type,luffa_type
Luma chequen,luma_chequen
Lumnitzera,lumnitzera
Lumnitzera racemosa-type (16µm),lumnitzera_racemosa_type_16mu_m
Lundia,lundia
Lundia sp.,lundia_sp
Lupinus,lupinus
Lupinus-type,lupinus_type
Luzula,luzula
Lychnis-type,lychnis_type
Lychnis/Dianthus-type,lychnis_dianthus_type
Lychnophora,lychnophora
Lychnophora-type,lychnophora_type
Lycianthes,lycianthes
Lycium,lycium
Lycium-type,lycium_type
Lycopsis,lycopsis
Lycopsis arvensis,lycopsis_arvensis
Lycopsis arvensis-type,lycopsis_arvensis_type
Lycopus,lycopus
Lycopus-type,lycopus_type
Lycopus europaeus,lycopus_europaeus
Lycopus/Mentha,lycopus_mentha
Lycopus/Mentha longifolia,lycopus_mentha_longifolia
Lygeum,lygeum
Lygeum spartum,lygeum_spartum
Lyonia,lyonia
Lysichiton,lysichiton
Lysichiton americanus,lysichiton_americanus
Lysiloma latisiliquum,lysiloma_latisiliquum
Lysimachia,lysimachia
Lysimachia-type,lysimachia_type
Lysimachia angustiloba-type,lysimachia_angustiloba_type
Lysimachia ephemerum,lysimachia_ephemerum
Lysimachia nemorum,lysimachia_nemorum
Lysimachia nemorum-type,lysimachia_nemorum_type
Lysimachia nummularia,lysimachia_nummularia
Lysimachia quadriflora-type,lysimachia_quadriflora_type
Lysimachia terrestris/L. thyrsiflora,lysimachia_terrestris_l_thyrsiflora
Lysimachia thyrsiflora,lysimachia_thyrsiflora
Lysimachia vulgaris,lysimachia_vulgaris
Lysimachia vulgaris-group,lysimachia_vulgaris_minus_group
Lysimachia vulgaris-type,lysimachia_vulgaris_type
Lysipomia,lysipomia
Lysipomia (Rhizocephalum sensu stricto),lysipomia_rhizocephalum_sensu_stricto
Lysipomia laciniata-type,lysipomia_laciniata_type
Lysipomia undiff.,lysipomia_undiff
Lythraceae,lythraceae
Lythraceae (type 1),lythraceae_type_1
Lythraceae undiff.,lythraceae_undiff
Lythrum,lythrum
Lythrum-type,lythrum_type
Lythrum portula,lythrum_portula
Lythrum portula-type,lythrum_portula_type
Lythrum salicaria,lythrum_salicaria
Lythrum salicaria-type,lythrum_salicaria_type
Lythrum undiff.,lythrum_undiff
Mabea,mabea
Mabea-type,mabea_type
Mabea (type 1),mabea_type_1
Mabea (type 2),mabea_type_2
Mabea/Gunnera,mabea_gunnera
Macaranga,macaranga
Macaranga-type,macaranga_type
Macaranga capensis,macaranga_capensis
Macaranga comp.,macaranga_comp
Macaranga kilimandscharica,macaranga_kilimandscharica
Macaranga monandra,macaranga_monandra
Macaranga/Mallotus,macaranga_mallotus
Machaerium,machaerium
Machaerium-type,machaerium_type
Machaerium (type 2),machaerium_type_2
Machaerium lunatum,machaerium_lunatum
Machaerium/Byrsonima (type 1),machaerium_byrsonima_type_1
Machaerium/Byrsonima (type 2),machaerium_byrsonima_type_2
Machaerium/Byrsonima (type 3),machaerium_byrsonima_type_3
Machaerium/Dalbergia,machaerium_dalbergia
Machaerium/Dalbergia/Byrsonima,machaerium_dalbergia_byrsonima
Maclura,maclura
Maclura-type,maclura_type
Maclura pomifera-type,maclura_pomifera_type
Macoubea,macoubea
Macrocarpaea,macrocarpaea
Macrolobium,macrolobium
Macrolobium-type,macrolobium_type
Macrolobium acaciifolium,macrolobium_acaciifolium
Macrolobium angustifolium,macrolobium_angustifolium
Macrosphyra-type,macrosphyra_type
Macrothumia,macrothumia
Maerua,maerua
Maerua-type,maerua_type
Maerua crassifolia,maerua_crassifolia
Maerua/Ritchiea,maerua_ritchiea
Maesa,maesa
Maesa-type (M. lanceolata),maesa_type_m_lanceolata
Maesa lanceolata,maesa_lanceolata
Maesa lanceolata-type,maesa_lanceolata_type
Maesobotrya barteri-type,maesobotrya_barteri_type
Maesopsis-type,maesopsis_type
Maesopsis eminii,maesopsis_eminii
Magnolia,magnolia
Magnolia-type,magnolia_type
Magnolia virginiana,magnolia_virginiana
Magnolia virginiana-type,magnolia_virginiana_type
Magnoliaceae,magnoliaceae
Magnoliaceae undiff.,magnoliaceae_undiff
Magnoliatae indeterminata,magnoliatae_indeterminata
"Magnoliopsida (tricolporate, psilate)",magnoliopsida_tricolporate_psilate
"Magnoliopsida (tricolporate, reticulate)",magnoliopsida_tricolporate_reticulate
Magnoliopsida (type 1),magnoliopsida_type_1
Magnoliopsida (type 9),magnoliopsida_type_9
Magonia,magonia
Magonia pubescens,magonia_pubescens
Maianthemum,maianthemum
Maianthemum-type,maianthemum_type
Maianthemum bifolium,maianthemum_bifolium
Maianthemum/Paris,maianthemum_paris
Majidea,majidea
Malabaila,malabaila
Malanea,malanea
Malinae,malinae
Mallotus,mallotus
Mallotus-type,mallotus_type
Mallotus-type (M. oppositifolius),mallotus_type_m_oppositifolius
Mallotus-type oppositifolius,mallotus_type_oppositifolius
Mallotus oppositifolius,mallotus_oppositifolius
Malouetia,malouetia
Malouetia-type,malouetia_type
Malouetia aff. M. guatemalensis,malouetia_aff_m_guatemalensis
Malpighiaceae,malpighiaceae
Malpighiaceae-type,malpighiaceae_type
Malpighiaceae (periporate),malpighiaceae_periporate
Malpighiaceae (type A),malpighiaceae_type_a
Malpighiaceae (type B),malpighiaceae_type_b
Malpighiaceae (type C),malpighiaceae_type_c
Malpighiaceae (type D),malpighiaceae_type_d
Malpighiaceae (type E),malpighiaceae_type_e
Malpighiaceae cf. Gaudichaudia,malpighiaceae_cf_gaudichaudia
Malpighiaceae cf. Tetrapterys,malpighiaceae_cf_tetrapterys
Malpighiaceae undiff.,malpighiaceae_undiff
Malus,malus
Malus-type,malus_type
Malus sylvestris,malus_sylvestris
Malva,malva
Malva-type,malva_type
Malva neglecta,malva_neglecta
Malva neglecta-type,malva_neglecta_type
Malva sylvestris-type,malva_sylvestris_type
Malvaceae,malvaceae
Malvaceae cf. Huberodendron,malvaceae_cf_huberodendron
Malvaceae sensu stricto,malvaceae_sensu_stricto
Malvaceae undiff.,malvaceae_undiff
Mandevilla,mandevilla
Mangifera indica,mangifera_indica
Manihot,manihot
Manihot (native),manihot_native
Manilkara,manilkara
Manilkara-type,manilkara_type
Manilkara jaimiqui sp. emarginata,manilkara_jaimiqui_sp_emarginata
Mansoa,mansoa
Mansonia altissima-type,mansonia_altissima_type
Maprounea,maprounea
Maprounea-type,maprounea_type
Maquira,maquira
Maquira-type,maquira_type
Maracanthus,maracanthus
Maranthes-type,maranthes_type
Marcgraviaceae,marcgraviaceae
Marcgraviaceae-type,marcgraviaceae_type
Mareya-type,mareya_type
Margaritaria,margaritaria
Margaritaria-type (M. discoidea),margaritaria_type_m_discoidea
Margaritaria-type discoidea,margaritaria_type_discoidea
Margaritaria discoidea,margaritaria_discoidea
Margaritaria discoidea-type,margaritaria_discoidea_type
Marila,marila
Marila-type,marila_type
Maripa,maripa
Maripa-type,maripa_type
Markhamia,markhamia
Markhamia zanzibarica-type,markhamia_zanzibarica_type
Marrubium,marrubium
Marrubium-type,marrubium_type
Martinella-type,martinella_type
Martretia,martretia
Martretia quadricornis,martretia_quadricornis
Mascagnia,mascagnia
Matayba,matayba
Matayba-type,matayba_type
Matayba/Cupania (type A),matayba_cupania_type_a
Matayba/Cupania (type B),matayba_cupania_type_b
Matayba/Cupania (type C),matayba_cupania_type_c
Matayba/Cupania (type E),matayba_cupania_type_e
Matisia,matisia
Matricaria,matricaria
Matricaria-type,matricaria_type
Matthiola,matthiola
Matthiola-type,matthiola_type
Matthiola incana,matthiola_incana
Mauritia,mauritia
Mauritia-type,mauritia_type
Mauritia aff. M. flexuosa,mauritia_aff_m_flexuosa
Mauritia flexuosa,mauritia_flexuosa
Mauritia/Mauritiella,mauritia_mauritiella
Mauritia/Mauritiella-type,mauritia_mauritiella_type
Mauritiella,mauritiella
Mauritiella-type,mauritiella_type
Maytenus,maytenus
Maytenus boaria,maytenus_boaria
Maytenus boaria-type,maytenus_boaria_type
Maytenus disticha-type,maytenus_disticha_type
Maytenus magellanica-type,maytenus_magellanica_type
Mecardonia,mecardonia
Mecardonia-type,mecardonia_type
Medicago,medicago
Medicago-type,medicago_type
Medicago falcata-type,medicago_falcata_type
Medicago lupulina,medicago_lupulina
Medicago lupulina-type,medicago_lupulina_type
Medicago sativa,medicago_sativa
Medicago sativa-type,medicago_sativa_type
Medinilla comp.,medinilla_comp
Melaleuca,melaleuca
Melaleuca-type,melaleuca_type
Melaleuca squamea,melaleuca_squamea
Melampyrum,melampyrum
Melampyrum-type,melampyrum_type
Melampyrum pratense,melampyrum_pratense
Melanolepis,melanolepis
Melastoma,melastoma
Melastoma affine,melastoma_affine
Melastomataceae,melastomataceae
Melastomataceae (≤19 µm),melastomataceae_smaller_than_19_mu_m
Melastomataceae (≥19 µm),melastomataceae_bigger_than_19_mu_m
Melastomataceae (large),melastomataceae_large
Melastomataceae (small),melastomataceae_small
Melastomataceae (type 1),melastomataceae_type_1
Melastomataceae (type 2),melastomataceae_type_2
Melastomataceae (type 3),melastomataceae_type_3
Melastomataceae undiff.,melastomataceae_undiff
Melastomataceae/Sapotaceae,melastomataceae_sapotaceae
Melia,melia
Meliaceae,meliaceae
"Meliaceae (20µm, 4-5CP)",meliaceae_20mu_m_4_minus_5cp
Meliaceae (type 1),meliaceae_type_1
Meliaceae undiff.,meliaceae_undiff
Meliaceae/Sapotaceae,meliaceae_sapotaceae
Meliaceae/Sapotaceae (type A),meliaceae_sapotaceae_type_a
Meliaceae/Sapotaceae (type B),meliaceae_sapotaceae_type_b
Meliaceae/Sapotaceae undiff.,meliaceae_sapotaceae_undiff
Melicope,melicope
Melicytus,melicytus
Melilotus,melilotus
Melilotus-type,melilotus_type
Melilotus officinalis,melilotus_officinalis
Meliosma,meliosma
Meliosma/Coccoloba,meliosma_coccoloba
Mellera-type,mellera_type
Melochia,melochia
Melochia-type,melochia_type
Melothria,melothria
Melothria-type,melothria_type
Mendoncia,mendoncia
Menispermaceae,menispermaceae
"Menispermaceae (inaperturate, small)",menispermaceae_inaperturate_small
Menispermaceae undiff.,menispermaceae_undiff
Menispermaceae?,menispermaceae_2
Menispermum,menispermum
Mentha,mentha
Mentha-type,mentha_type
Mentha arvensis,mentha_arvensis
Mentha longifolia,mentha_longifolia
Mentzelia,mentzelia
Mercurialis,mercurialis
Mercurialis-type,mercurialis_type
Mercurialis annua,mercurialis_annua
Mercurialis annua-type,mercurialis_annua_type
Mercurialis cf. M. ovata,mercurialis_cf_m_ovata
Mercurialis perennis,mercurialis_perennis
Mercurialis perennis-type,mercurialis_perennis_type
Mercurialis undiff.,mercurialis_undiff
Merremia,merremia
Merremia-type,merremia_type
Mertensia,mertensia
Mertensia-type,mertensia_type
Meryta,meryta
Mesembryanthemoideae,mesembryanthemoideae
Mesembryanthemum,mesembryanthemum
Mesosphaerum-type pectinatum,mesosphaerum_type_pectinatum
Metopium,metopium
Metrodorea,metrodorea
Metrosideros,metrosideros
Metroxylon,metroxylon
Metroxylon sagu,metroxylon_sagu
Metroxylon vitiense,metroxylon_vitiense
Meum-type,meum_type
Meum athamanticum,meum_athamanticum
Meum athamanticum-type,meum_athamanticum_type
Miconia,miconia
Miconia-type,miconia_type
Miconia (type 2),miconia_type_2
Miconia (type 4),miconia_type_4
Micranthes cf. M. punctata,micranthes_cf_m_punctata
Micranthes cf. M. stellaris,micranthes_cf_m_stellaris
Micranthes cf. M. virginiensis,micranthes_cf_m_virginiensis
Micranthes foliolosa,micranthes_foliolosa
Micranthes foliolosa-type,micranthes_foliolosa_type
Micranthes hieraciifolia,micranthes_hieraciifolia
Micranthes hieraciifolia-type,micranthes_hieraciifolia_type
Micranthes nivalis,micranthes_nivalis
Micranthes nivalis-type,micranthes_nivalis_type
Micranthes nivalis/M. tenuis,micranthes_nivalis_m_tenuis
Micranthes pensylvanica,micranthes_pensylvanica
Micranthes stellaris,micranthes_stellaris
Micranthes stellaris-type,micranthes_stellaris_type
Micrantheum,micrantheum
Microcachrys,microcachrys
Microcachrys tetragona,microcachrys_tetragona
Micrococca,micrococca
Micrococca-type mercurialis,micrococca_type_mercurialis
Micrococca mercurialis,micrococca_mercurialis
Micrococca scariosa,micrococca_scariosa
Microdesmis,microdesmis
Micropholis,micropholis
Microrrhinum minus,microrrhinum_minus
Microseris,microseris
Microstachys corniculata,microstachys_corniculata
Microsteris,microsteris
Microstrobos,microstrobos
Mikania,mikania
Mikania-type,mikania_type
Mikania guaco,mikania_guaco
Milicia-type excelsa,milicia_type_excelsa
Milleria-type,milleria_type
Millettia,millettia
Milligania,milligania
Mimosa,mimosa
Mimosa-type,mimosa_type
Mimosa-type pigra,mimosa_type_pigra
Mimosa (10 µm),mimosa_10_mu_m
Mimosa (18um),mimosa_18um
Mimosa (32um),mimosa_32um
Mimosa (type 1),mimosa_type_1
Mimosa (type I),mimosa_type_i
Mimosa (type II),mimosa_type_ii
Mimosa (type III),mimosa_type_iii
Mimosa (type IV),mimosa_type_iv
Mimosa (type V),mimosa_type_v
Mimosa aff. M. pudica,mimosa_aff_m_pudica
Mimosa aff. M. rufescens,mimosa_aff_m_rufescens
Mimosa casta,mimosa_casta
Mimosa cf. M. invisa,mimosa_cf_m_invisa
Mimosa cf. M. pudica,mimosa_cf_m_pudica
Mimosa cf. M. scabrella,mimosa_cf_m_scabrella
Mimosa cf. M. taimbensis,mimosa_cf_m_taimbensis
Mimosa extensa,mimosa_extensa
Mimosa pigra,mimosa_pigra
Mimosa pigra-type,mimosa_pigra_type
Mimosa pudica-type,mimosa_pudica_type
Mimosa spp.,mimosa_spp
Mimosa undiff.,mimosa_undiff
mimosoid clade,mimosoid_clade
"mimosoid clade (16-porate, scabrate)",mimosoid_clade_16_minus_porate_scabrate
"mimosoid clade (16-porate, verrucate)",mimosoid_clade_16_minus_porate_verrucate
mimosoid clade (8-porate),mimosoid_clade_8_minus_porate
mimosoid clade (indeterminable),mimosoid_clade_indeterminable
mimosoid clade (polyad),mimosoid_clade_polyad
"mimosoid clade (polyad, type 16)",mimosoid_clade_polyad_type_16
"mimosoid clade (polyad, type 8)",mimosoid_clade_polyad_type_8
mimosoid clade (scabrate),mimosoid_clade_scabrate
mimosoid clade (tetrad),mimosoid_clade_tetrad
"mimosoid clade (tetraporate, psilate, small)",mimosoid_clade_tetraporate_psilate_small
mimosoid clade (type I),mimosoid_clade_type_i
"mimosoid clade (type I, small)",mimosoid_clade_type_i_small
mimosoid clade (type II),mimosoid_clade_type_ii
"mimosoid clade (type II, cf. Acacia)",mimosoid_clade_type_ii_cf_acacia
"mimosoid clade (type II, large)",mimosoid_clade_type_ii_large
mimosoid clade (type III),mimosoid_clade_type_iii
mimosoid clade undiff.,mimosoid_clade_undiff
Mimulopsis,mimulopsis
Mimulopsis-type,mimulopsis_type
Mimulus,mimulus
Mimusops,mimusops
Mimusops-type,mimusops_type
Mimusops kummel,mimusops_kummel
Minquartia,minquartia
Minuartia,minuartia
Minuartia-type,minuartia_type
Minuartia recurva,minuartia_recurva
Minuartia rubra-type,minuartia_rubra_type
Minuartia verna-type,minuartia_verna_type
Misodendrum,misodendrum
Mitchella,mitchella
Mitchella repens,mitchella_repens
Mitella,mitella
Mitracarpus,mitracarpus
Mitracarpus hirtus,mitracarpus_hirtus
Mitracarpus scaber,mitracarpus_scaber
Mitragyna,mitragyna
Mitragyna-type,mitragyna_type
Mitragyna-type (M. inermis),mitragyna_type_m_inermis
Mitragyna-type (M. rubrostipulata),mitragyna_type_m_rubrostipulata
Mitragyna-type inermis,mitragyna_type_inermis
Mitragyna-type rubrostipulata,mitragyna_type_rubrostipulata
Mitragyna-type stipulosa,mitragyna_type_stipulosa
Mitragyna inermis,mitragyna_inermis
Mitragyna inermis-type,mitragyna_inermis_type
Mitraria,mitraria
Mitrasacme,mitrasacme
Mitrasacme archeri,mitrasacme_archeri
Moehringia-type,moehringia_type
Moehringia trinervia-type,moehringia_trinervia_type
Moehringia trinervia group,moehringia_trinervia_group
Molinaea,molinaea
Molongum,molongum
Molongum (type 1),molongum_type_1
Molopanthera,molopanthera
Moltkiopsis-type,moltkiopsis_type
Moltkiopsis ciliata,moltkiopsis_ciliata
